['adonan', 0.8921985363051652]
['suapkan', 0.9089948545591713]
['suara', 0.8693184095289636]
['subuh', 0.8593202275187735]
['suci', 0.8702006814508876]
['sucinya', 0.9070194029944069]
['sujud', 0.789662669617412]
['sujudlah', 0.9040730640878492]
['sujudnya', 0.8926295382235396]
['suka', 0.8095432710794381]
['sukai', 0.8921985363051652]
['suku', 0.9040730640878492]
['sulaim', 0.9040730640878492]
['sulaiman', 0.9070194029944069]
['sulit', 0.8984405255692033]
['sumur', 0.9056992042016909]
['sunah', 0.9040730640878492]
['sungai', 0.8817634674035727]
['sungguh', 0.7192269587354618]
['sunnat', 0.9089948545591713]
['surah', 0.8921985363051652]
['surat', 0.8935187350978812]
['surga', 0.8419028572831151]
['suri', 0.9040730640878492]
['susu', 0.8951448752117229]
['syafaat', 0.9040730640878492]
['syarat', 0.9040730640878492]
['syarat-syarat', 0.9040730640878492]
['syubah', 0.8524230793461754]
['syubhat', 0.9089948545591713]
['tabir', 0.8935187350978812]
['tahukah', 0.8646543289481065]
['takbir', 0.8926295382235396]
['takbirlah', 0.9040730640878492]
['takut', 0.887560071637089]
['talbiyah', 0.9056992042016909]
['tali', 0.8935187350978812]
['tambahan', 0.9040730640878492]
['tanah', 0.8260665899792219]
['tanaman', 0.9070194029944069]
['tanda-tanda', 0.8985043763225544]
['tanda-tandanya', 0.9089948545591713]
['tangannya', 0.7774960466854207]
['tanyalah', 0.9070194029944069]
['taqwa', 0.9089948545591713]
['tarik', 0.8921985363051652]
['tatkala', 0.8778130075208754]
['tauladan', 0.9040730640878492]
['tawanan', 0.8820752092335715]
['tawilnya', 0.9070194029944069]
['tebing', 0.9040730640878492]
['tebusan', 0.8985043763225544]
['tebusannya', 0.893192610155735]
['tegak', 0.8935187350978812]
['tegakkanlah', 0.9066932780522607]
['telanjang', 0.8926295382235396]
['telapak', 0.8958735568366359]
['telinga', 0.9066932780522607]
['telingaku', 0.9056992042016909]
['telur', 0.9056992042016909]
['temanku', 0.8958735568366359]
['temannya', 0.8935187350978812]
['tempaku', 0.9066932780522607]
['tempatmu', 0.9070194029944069]
['tempatnya', 0.9056992042016909]
['temuannya', 0.9070194029944069]
['temui', 0.9066932780522607]
['tenang', 0.9070194029944069]
['tenda', 0.9040730640878492]
['tengahnya', 0.9056992042016909]
['tenggelam', 0.8903423448287763]
['tengkuk', 0.8921985363051652]
['tentangku', 0.9070194029944069]
['tenunan', 0.9040730640878492]
['tepi', 0.8626158778762537]
['tepung', 0.9040730640878492]
['terang', 0.9066932780522607]
['terang-terangan', 0.8876239223904402]
['terangkan', 0.9089948545591713]
['terbangun', 0.8978547852418061]
['terbantai', 0.8921985363051652]
['terbenam', 0.8684604276632951]
['terbenamnya', 0.8838159479703712]
['terbit', 0.8644217658203937]
['terbuat', 0.8417723175562277]
['terbuka', 0.8948187502695768]
['terbunuh', 0.902433793445067]
['terdiam', 0.8961389490622927]
['terganggu', 0.9040730640878492]
['tergelincir', 0.8978547852418061]
['tergenang', 0.9070194029944069]
['terhadapku', 0.8851077341559941]
['terhalang', 0.9066932780522607]
['terhapus', 0.9066932780522607]
['terhormat', 0.9040730640878492]
['terik', 0.9040730640878492]
['terjatuh', 0.9040730640878492]
['terjun', 0.9040730640878492]
['terkadang', 0.9070194029944069]
['terkena', 0.8853192278466678]
['terlatih', 0.9056992042016909]
['terletak', 0.9040730640878492]
['terlewatkan', 0.8903423448287763]
['terluka', 0.9040730640878492]
['terlupa', 0.8826382811657669]
['ternak', 0.9070194029944069]
['ternaknya', 0.9089948545591713]
['terpandang', 0.9040730640878492]
['terpercaya', 0.9040730640878492]
['tersebar', 0.9070194029944069]
['tersembunyi', 0.9040730640878492]
['tersisa', 0.8662873479422826]
['tertidur', 0.8978547852418061]
['tertinggal', 0.9040730640878492]
['tertutup', 0.8817490842914254]
['tetangganya', 0.9066932780522607]
['thawaf', 0.8825219232611217]
['thawaflah', 0.9040730640878492]
['tiang', 0.8574207656343679]
['tiangnya', 0.9040730640878492]
['tidur', 0.7837299285400146]
['tidurlah', 0.8951448752117229]
['tidurnya', 0.9056992042016909]
['tikar', 0.8455462378516839]
['tikus', 0.8958735568366359]
['timbul', 0.8985043763225544]
['timur', 0.8926295382235396]
['timurnya', 0.8921985363051652]
['tinggal', 0.8984405255692033]
['tinggalkan', 0.8978547852418061]
['tinggalkanlah', 0.902433793445067]
['tingkatan', 0.9089948545591713]
['tolonglah', 0.9089948545591713]
['tombak', 0.8532105387161425]
['tongkat', 0.8926295382235396]
['tua', 0.8817490842914254]
['tuaku', 0.9040730640878492]
['tuan', 0.8709293630758006]
['tuannya', 0.8984405255692033]
['tuanya', 0.9089948545591713]
['tubuh', 0.9089948545591713]
['tuhan', 0.8820752092335715]
['tujuan', 0.9040730640878492]
['tukang', 0.8958735568366359]
['tuliskan', 0.9070194029944069]
['tuliskanlah', 0.9070194029944069]
['tulus', 0.9070194029944069]
['tumbuh', 0.902433793445067]
['tumbuh-tumbuhan', 0.9070194029944069]
['tumbuhan', 0.9040730640878492]
['tumbuhnya', 0.9089948545591713]
['tumit-tumit', 0.8951448752117229]
['tunaikan', 0.9089948545591713]
['tundalah', 0.8780753338486107]
['tunggangannya', 0.8807550104408556]
['tunggulah', 0.8961389490622927]
['tunjukkanlah', 0.9040730640878492]
['turunlah', 0.8921985363051652]
['tutuplah', 0.9040730640878492]
['tutupnya', 0.9070194029944069]
['ucapan', 0.9056992042016909]
['ucapannya', 0.9070194029944069]
['udara', 0.8838159479703712]
['ujung', 0.8552905361055231]
['ujungnya', 0.9040730640878492]
['ulama', 0.9070194029944069]
['ulangi', 0.9070194029944069]
['umat', 0.9040730640878492]
['umatku', 0.8862398728443732]
['umayyah', 0.8921985363051652]
['ummat', 0.9070194029944069]
['ummatku', 0.8716414693290075]
['ummatnya', 0.9066932780522607]
['umrah', 0.9040730640878492]
['umumkan', 0.8961389490622927]
['undangan', 0.9040730640878492]
['unta', 0.8984405255692033]
['unta-unta', 0.9056992042016909]
['untanya', 0.9040730640878492]
['untukku', 0.8921985363051652]
['untuknya', 0.8711947553014574]
['upah', 0.8961389490622927]
['uqbah', 0.8921985363051652]
['urusan', 0.8702006814508876]
['urusanku', 0.9070194029944069]
['urusanmu', 0.9070194029944069]
['urusannya', 0.9089948545591713]
['urusanpun', 0.9070194029944069]
['usapkanlah', 0.9056992042016909]
['utbah', 0.8921985363051652]
['utusan', 0.8527385537137392]
['wahyu', 0.9056992042016909]
['wajah-wajah', 0.9040730640878492]
['wajahku', 0.9070194029944069]
['waktu-waktu', 0.9066932780522607]
['walid', 0.8807550104408556]
['walimahan', 0.9040730640878492]
['wangi', 0.9040730640878492]
['wanita', 0.844387338911464]
['wanita-wanita', 0.8817490842914254]
['waris', 0.9056992042016909]
['warisan', 0.9056992042016909]
['warna', 0.8767403504214643]
['warnanya', 0.9056992042016909]
['wc', 0.8738777873729232]
['wewangian', 0.9040730640878492]
['witir', 0.8706473954784377]
['wudlu', 0.8279554469168142]
['wudluku', 0.8958735568366359]
['wudlunya', 0.8366493769103813]
['yahudi', 0.8731702068662218]
['yaman', 0.9070194029944069]
['yamani', 0.9056992042016909]
['yatim', 0.9040730640878492]
['zakat', 0.8651181229101292]
['zamah', 0.9056992042016909]
['zaman', 0.8826382811657669]
['zhuhur', 0.8174829628917328]
